comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
63,731,TEDSalon Berlin 2014,1403481600,26,Heather Barnett,Heather Barnett: What humans can learn from semi-intelligent slime,1,1405610986,Artist,"['3d printing', 'art', 'bacteria', 'biology', 'biomimicry', 'biotech', 'collaboration', 'crowdsourcing', 'microbes', 'microbiology', 'science', 'science and art', 'visualizations']",What humans can learn from semi-intelligent slime,946949
251,274,TED2014,1395273600,44,Ze Frank,Ze Frank: Are you human?,1,1405696133,Humorist web artist,"['comedy', 'community', 'entertainment', 'humanity', 'humor', 'performance']",Are you human?,4058219
191,648,TED2014,1394755200,36,Shai Reshef,Shai Reshef: An ultra-low-cost college degree,1,1407164933,Education entrepreneur,"['business', 'code', 'computers', 'education', 'open-source', 'technology']",An ultra-low-cost college degree,4962607
111,776,TED2014,1395187200,25,Margaret Gould Stewart,Margaret Gould Stewart: How giant websites design for you (and a billion others too),1,1407251944,User experience master,"['business', 'culture', 'design', 'technology']",How giant websites design for you (and a billion others too),1576773
65,1174,TEDSalon Berlin 2014,1402272000,28,Hubertus Knabe,Hubertus Knabe: The dark secrets of a surveillance state,1,1407337355,Historian,"['Europe', 'Surveillance', 'government', 'history', 'intelligence']",The dark secrets of a surveillance state,1180236
51,306,TED2014,1395187200,31,Janet Iwasa,Janet Iwasa: How animations can help scientists test a hypothesis,1,1407425669,Molecular animator,"['TED Fellows', 'animation', 'biology', 'communication', 'crowdsourcing', 'medical research', 'molecular biology', 'open-source', 'science', 'science and art', 'software', 'technology', 'visualizations']",How animations can help scientists test a hypothesis,837568
161,778,TEDxSydney,1398470400,31,Megan Washington,Megan Washington: Why I live in mortal dread of public speaking,1,1407509983,Musician,"['TEDx', 'disability', 'live music', 'media', 'music', 'speech']",Why I live in mortal dread of public speaking,1669149
71,1023,TEDxClaremontColleges,1392163200,24,Talithia Williams,Talithia Williams: Own your body's data,1,1407769811,Statistician,"['Human body', 'TEDx', 'data', 'health', 'heart health', 'statistics']",Own your body's data,1345444
992,1222,TEDSalon NY2014,1407283200,26,Nick Hanauer,Nick Hanauer: Beware fellow plutocrats the pitchforks are coming,1,1407855404,Venture capitalist author,"['business', 'economics', 'inequality', 'social change']",Beware fellow plutocrats the pitchforks are coming,1623637
134,632,TEDxMonroeCorrectionalComplex,1394841600,25,Dan Pacholke,Dan Pacholke: How prisons can help inmates live meaningful lives,1,1407941262,Prison administrator and reformer,"['TEDx', 'crime', 'culture', 'global issues', 'prison', 'social change']",How prisons can help inmates live meaningful lives,812963
146,1035,TEDCity2.0,1379635200,24,Eric Liu,Eric Liu: Why ordinary people need to understand power,1,1408030920,Civics educator,"['democracy', 'policy', 'politics']",Why ordinary people need to understand power,1798578
293,258,TED@NYC,1404777600,40,Clint Smith,Clint Smith: The danger of silence,1,1408117565,Poet educator,"['poetry', 'social change', 'spoken word']",The danger of silence,3804535
59,403,TED2014,1394582400,29,Tim Berners-Lee,Tim Berners-Lee: A Magna Carta for the web,1,1408375118,Inventor,"['Internet', 'global issues', 'open-source', 'web']",A Magna Carta for the web,1054600
34,339,TED2014,1395014400,29,Aziza Chaouni,Aziza Chaouni: How I brought a river and my city back to life,1,1408460208,Architect + ecotourism specialist,"['TED Fellows', 'activism', 'architecture', 'cities', 'infrastructure', 'rivers', 'sustainability']",How I brought a river and my city back to life,668555
70,324,TED@NYC,1404777600,29,Jarrett J. Krosoczka,Jarrett J. Krosoczka: Why lunch ladies are heroes,1,1408547276,Author/illustrator,"['books', 'children', 'education']",Why lunch ladies are heroes,1260362
177,1169,TEDSalon NY2014,1405468800,26,Laurel Braitman,Laurel Braitman: Depressed dogs cats with OCD — what animal madness means for us humans,1,1408631357,Science Historian + Writer,"['TED Fellows', 'animals', 'empathy', 'health', 'history', 'mental health', 'neuroscience', 'psychology', 'science']",Depressed dogs cats with OCD — what animal madness means for us humans,1370965
33,272,TED2014,1395014400,36,Ziyah Gafić,Ziyah Gafić: Everyday objects tragic histories,1,1408718451,Photographer + storyteller,"['TED Fellows', 'photography', 'war']",Everyday objects tragic histories,1000194
283,412,TED2014,1394668800,32,Martin Rees,Martin Rees: Can we prevent the end of the world?,1,1408979290,Astrophysicist,"['future', 'humanity', 'science']",Can we prevent the end of the world?,1219295
45,604,TEDSalon Berlin 2014,1403481600,26,Rose Goslinga,Rose Goslinga: Crop insurance an idea worth seeding,1,1409064501,Microinsurer,"['Africa', 'agriculture', 'global issues', 'microfinance']",Crop insurance an idea worth seeding,554809
208,838,TEDxHousesOfParliament,1403827200,27,Meera Vijayann,Meera Vijayann: Find your voice against gender violence,1,1409152780,Citizen journalist,"['TEDx', 'activism', 'gender', 'india', 'media', 'sexual violence', 'violence', 'women']",Find your voice against gender violence,884313
100,276,TED@NYC,1404777600,30,Sally Kohn,Sally Kohn: Don't like clickbait? Don't click,1,1409239618,Political pundit,"['communication', 'media', 'social change', 'social media', 'technology']",Don't like clickbait? Don't click,1198332
184,373,TED@NYC,1404864000,30,Jill Shargaa,Jill Shargaa: Please please people. Let's put the 'awe' back in 'awesome',1,1409324272,Comedian + Designer,"['comedy', 'humor', 'language']",Please please people. Let's put the 'awe' back in 'awesome',1492005
503,1037,TED2014,1394668800,31,Jim Holt,Jim Holt: Why does the universe exist?,1,1409670137,Writer and philosopher,['philosophy'],Why does the universe exist?,2890269
163,496,TED2014,1395273600,36,Isabel Allende,Isabel Allende: How to live passionately—no matter your age,1,1409756073,Novelist,"['aging', 'storytelling']",How to live passionately—no matter your age,3247638
92,262,TED2014,1394928000,37,Shubhendu Sharma,Shubhendu Sharma: An engineer's vision for tiny forests everywhere,1,1409844146,Eco-entrepreneur,"['TED Fellows', 'engineering', 'garden', 'nature', 'open-source', 'trees']",An engineer's vision for tiny forests everywhere,1111146
56,1045,TEDxBrighton,1351209600,23,Colin Grant,Colin Grant: How our stories cross over,1,1409929897,Author historian,"['TEDx', 'children', 'culture', 'family', 'history', 'identity', 'parenting', 'society', 'storytelling']",How our stories cross over,877106
417,550,TED2014,1394582400,40,Zak Ebrahim,Zak Ebrahim: I am the son of a terrorist. Here's how I chose peace.,1,1410268274,Peace activist,"['Middle East', 'TED Books', 'peace', 'terrorism', 'violence']",I am the son of a terrorist. Here's how I chose peace.,4619628
38,377,TED@NYC,1404864000,30,Dan Barasch,Dan Barasch: A park underneath the hustle and bustle of New York City,1,1410360940,Strategist,"['New York', 'architecture', 'cities']",A park underneath the hustle and bustle of New York City,862238
177,1145,TEDSalon Berlin 2014,1403481600,32,Hans and Ola Rosling,Hans and Ola Rosling: How not to be ignorant about the world,2,1410449403,Global health expert; data visionary,"['global issues', 'health', 'statistics']",How not to be ignorant about the world,3673455
52,243,TED2014,1395273600,31,Uldus Bakhtiozina,Uldus Bakhtiozina: Wry photos that turn stereotypes upside down,1,1410533943,photographer + visual artist,"['TED Fellows', 'art', 'humor', 'photography']",Wry photos that turn stereotypes upside down,1464877
91,1093,TEDSalon NY2014,1407369600,21,Rishi Manchanda,Rishi Manchanda: What makes us get sick? Look upstream,1,1410793203,Physician,"['health', 'health care']",What makes us get sick? Look upstream,1399303
62,1059,TED2014,1395187200,21,Andrew Connolly,Andrew Connolly: What's the next window into our universe?,1,1410880087,Astronomer,"['astronomy', 'space', 'technology', 'telescopes', 'universe']",What's the next window into our universe?,1223720
114,1019,TEDxSonomaCounty,1402704000,31,Mac Barnett,Mac Barnett: Why a good book is a secret door,1,1410966003,Children's book author,"['books', 'children', 'creativity']",Why a good book is a secret door,1623955
87,544,TED2014,1394668800,27,Avi Reichental,Avi Reichental: What's next in 3D printing,1,1411053523,3D printer,"['manufacturing', 'technology']",What's next in 3D printing,2526255
44,1295,TEDxAmazonia,1289174400,14,Antonio Donato Nobre,Antonio Donato Nobre: The magic of the Amazon: A river that flows invisibly all around us,1,1411139094,Scientist,"['TEDx', 'climate change', 'nature', 'rivers', 'trees']",The magic of the Amazon: A river that flows invisibly all around us,984973
176,993,TED@Unilever,1410912000,23,Lord Nicholas Stern,Lord Nicholas Stern: The state of the climate — and what we might do about it,1,1411397743,Climate economist,"['Anthropocene', 'business', 'climate change', 'economics', 'global issues']",The state of the climate — and what we might do about it,773801
65,951,TEDSalon Berlin 2014,1403481600,23,Kenneth Cukier,Kenneth Cukier: Big data is better data,1,1411486918,Data Editor of The Economist,"['data', 'future', 'technology']",Big data is better data,1305783
172,252,TED2014,1394755200,40,Eman Mohammed,Eman Mohammed: The courage to tell a hidden story,1,1411571402,Photojournalist,"['Middle East', 'TED Fellows', 'gender', 'global issues', 'journalism', 'photography', 'women']",The courage to tell a hidden story,1292110
263,333,TED@NYC,1404777600,39,Matthew O'Reilly,Matthew O'Reilly: “Am I dying?” The honest answer.,1,1411659031,Emergency medical technician,"['death', 'health', 'medicine']",“Am I dying?” The honest answer.,1940683
107,346,TED2014,1395187200,29,Moshe Safdie,Moshe Safdie: How to reinvent the apartment building,1,1411742853,Architect,"['architecture', 'cities', 'design']",How to reinvent the apartment building,1600522
61,501,TED Fellows Retreat 2013,1376438400,23,Francis de los Reyes,Francis de los Reyes: Sanitation is a basic human right,1,1412003448,Environmental engineer sanitation activist,"['TED Fellows', 'global issues', 'health', 'infrastructure', 'public health', 'sanitation']",Sanitation is a basic human right,742106
91,837,TEDxBeaconStreet,1384560000,24,Susan Colantuono,Susan Colantuono: The career advice you probably didn’t get,1,1412090046,Leadership expert,"['TEDx', 'business', 'gender', 'leadership', 'men', 'women', 'women in business']",The career advice you probably didn’t get,3404977
112,1028,TEDMED 2014,1410307200,26,Gail Reed,Gail Reed: Where to train the world's doctors? Cuba.,1,1412176707,Cuban health care expert,"['global issues', 'health care', 'public health']",Where to train the world's doctors? Cuba.,772907
271,1060,TED2014,1394755200,28,Nancy Kanwisher,Nancy Kanwisher: A neural portrait of the human mind,1,1412211660,Brain researcher,"['brain', 'neuroscience', 'visualizations']",A neural portrait of the human mind,1082869
35,570,TEDSalon Berlin 2014,1403568000,32,Daria van den Bercken,Daria van den Bercken: Why I take the piano on the road ... and in the air,1,1412348486,Pianist,"['live music', 'music', 'piano']",Why I take the piano on the road ... and in the air,903111
120,1260,TEDSalon Berlin 2014,1403481600,24,Thomas Piketty,Thomas Piketty: New thoughts on capital in the twenty-first century,1,1412605599,Economist,"['economics', 'global issues', 'inequality']",New thoughts on capital in the twenty-first century,1349623
206,722,TED@Unilever,1410912000,32,Meaghan Ramsey,Meaghan Ramsey: Why thinking you're ugly is bad for you,1,1412700366,Self-esteem advocate,"['beauty', 'life', 'women']",Why thinking you're ugly is bad for you,3590381
129,804,TEDGlobal 2014,1412640000,29,Pia Mancini,Pia Mancini: How to upgrade democracy for the Internet era,1,1412784329,Democracy activist,"['government', 'open-source', 'politics', 'technology']",How to upgrade democracy for the Internet era,1213718
105,1019,TEDGlobal 2014,1412640000,25,Dilip Ratha,Dilip Ratha: The hidden force in global economics: sending money home,1,1412867017,Remittances expert,"['business', 'economics', 'finance']",The hidden force in global economics: sending money home,1281466
400,1237,TEDGlobal 2014,1412208000,31,Glenn Greenwald,Glenn Greenwald: Why privacy matters,1,1412946663,Journalist,"['Internet', 'Surveillance', 'government', 'intelligence', 'journalism', 'privacy']",Why privacy matters,1942778
203,701,TEDMED 2014,1410998400,30,Jeff Iliff,Jeff Iliff: One more reason to get a good night's sleep,1,1413212791,Neuroscientist,"['brain', 'cognitive science', 'health', 'history', 'medical research', 'memory', 'mental health', 'mind', 'neuroscience', 'science', 'sleep']",One more reason to get a good night's sleep,3705589
47,701,TED@Unilever,1410307200,32,Myriam Sidibe,Myriam Sidibe: The simple power of hand-washing,1,1413299481,Public-health expert,"['children', 'global issues', 'health', 'public health', 'sanitation']",The simple power of hand-washing,1015320
80,677,TEDGlobal 2014,1412812800,28,Jorge Soto,Jorge Soto: The future of early cancer detection?,1,1413385776,Cancer technologist,"['biotech', 'cancer', 'health', 'technology']",The future of early cancer detection?,1213251
71,968,TEDGlobal 2014,1412726400,29,Melissa Fleming,Melissa Fleming: Let's help refugees thrive not just survive,1,1413470444,Voice for refugees,"['Syria', 'education', 'global issues', 'poverty', 'war']",Let's help refugees thrive not just survive,1119970
50,758,TEDMED 2014,1410739200,27,Kitra Cahana,Kitra Cahana: My father locked in his body but soaring free,1,1413558032,Vagabond photojournalist + conceptual artist,"['TED Fellows', 'health', 'love', 'medicine', 'photography', 'religion']",My father locked in his body but soaring free,1112534
62,743,TED@IBM,1411603200,25,Susan Etlinger,Susan Etlinger: What do we do with all this big data?,1,1413816332,Data analyst,['data'],What do we do with all this big data? ,1209472
